ranking_title	ranking_version	country_name	country_rank	country_score
Environmental Performance Index	2022	Guatemala	167	28
Environmental Performance Index	2022	Guinea	146	31.6
Environmental Performance Index	2022	Guinea-Bissau	98	40.2
Environmental Performance Index	2022	Guyana	105	38.5
Environmental Performance Index	2022	Haiti	173	26.1
Environmental Performance Index	2022	Honduras	121	36.5
Environmental Performance Index	2022	Hungary	33	55.1
Environmental Performance Index	2022	Iceland	10	62.8
Environmental Performance Index	2022	India	180	18.9
Environmental Performance Index	2022	Indonesia	164	28.2
Environmental Performance Index	2022	Iran	133	34.5
Environmental Performance Index	2022	Iraq	169	27.8
Environmental Performance Index	2022	Ireland	24	57.4
Environmental Performance Index	2022	Israel	57	48.2
Environmental Performance Index	2022	Italy	23	57.7
Environmental Performance Index	2022	Jamaica	72	45.6
Environmental Performance Index	2022	Japan	25	57.2
Environmental Performance Index	2022	Jordan	81	43.6
Environmental Performance Index	2022	Kazakhstan	93	40.9
Environmental Performance Index	2022	Kenya	148	30.8
Environmental Performance Index	2022	Kiribati	54	49
Environmental Performance Index	2022	Kuwait	87	42.4
Environmental Performance Index	2022	Kyrgyzstan	126	35.7
Environmental Performance Index	2022	Laos	149	30.7
Environmental Performance Index	2022	Latvia	15	61.1
Environmental Performance Index	2022	Lebanon	142	32.2
Environmental Performance Index	2022	Lesotho	141	32.3
Environmental Performance Index	2022	Liberia	174	24.9
Environmental Performance Index	2022	Lithuania	31	55.9
Environmental Performance Index	2022	Luxembourg	6	72.3
Environmental Performance Index	2022	Madagascar	167	28
Environmental Performance Index	2022	Malawi	97	40.6
Environmental Performance Index	2022	Malaysia	130	35
Environmental Performance Index	2022	Maldives	113	37.4
Environmental Performance Index	2022	Mali	159	28.5
Environmental Performance Index	2022	Malta	4	75.2
Environmental Performance Index	2022	Marshall Islands	124	36.2
Environmental Performance Index	2022	Mauritania	165	28.1
Environmental Performance Index	2022	Mauritius	77	44.8
Environmental Performance Index	2022	Mexico	73	45.5
Environmental Performance Index	2022	Micronesia	113	37.4
Environmental Performance Index	2022	Moldova	84	42.7
Environmental Performance Index	2022	Mongolia	155	29.6
Environmental Performance Index	2022	Montenegro	63	46.9
Environmental Performance Index	2022	Morocco	160	28.4
Environmental Performance Index	2022	Mozambique	144	31.7
Environmental Performance Index	2022	Myanmar	179	19.4
Environmental Performance Index	2022	Namibia	44	50.9
Environmental Performance Index	2022	Nepal	162	28.3
Environmental Performance Index	2022	Netherlands	11	62.6
Environmental Performance Index	2022	New Zealand	26	56.7
Environmental Performance Index	2022	Nicaragua	110	37.7
Environmental Performance Index	2022	Niger	110	37.7
Environmental Performance Index	2022	Nigeria	162	28.3
Environmental Performance Index	2022	North Macedonia	34	54.3
Environmental Performance Index	2022	Norway	20	59.3
Environmental Performance Index	2022	Oman	149	30.7
Environmental Performance Index	2022	Pakistan	176	24.6
Environmental Performance Index	2022	Panama	47	50.5
Environmental Performance Index	2022	Papua New Guinea	175	24.8
Environmental Performance Index	2022	Paraguay	93	40.9
Environmental Performance Index	2022	Peru	101	39.8
Environmental Performance Index	2022	Philippines	158	28.9
Environmental Performance Index	2022	Poland	46	50.6
Environmental Performance Index	2022	Portugal	48	50.4
Environmental Performance Index	2022	Qatar	137	33
Environmental Performance Index	2022	Republic of Congo	99	40.1
Environmental Performance Index	2022	Romania	30	56
Environmental Performance Index	2022	Russia	112	37.5
Environmental Performance Index	2022	Rwanda	138	32.8
Environmental Performance Index	2022	Saint Lucia	53	49.4
Environmental Performance Index	2022	Saint Vincent and the Grenadines	36	53.2
Environmental Performance Index	2022	Samoa	122	36.4
Environmental Performance Index	2022	Sao Tome and Principe	38	52.9
Environmental Performance Index	2022	Saudi Arabia	109	37.9
Environmental Performance Index	2022	Senegal	136	33.9
Environmental Performance Index	2022	Serbia	79	43.9
Environmental Performance Index	2022	Seychelles	32	55.6
Environmental Performance Index	2022	Sierra Leone	140	32.7
Environmental Performance Index	2022	Singapore	44	50.9
Environmental Performance Index	2022	Slovakia	18	60
Environmental Performance Index	2022	Slovenia	7	67.3
Environmental Performance Index	2022	Solomon Islands	130	35
Environmental Performance Index	2022	South Africa	116	37.2
Environmental Performance Index	2022	South Korea	63	46.9
Environmental Performance Index	2022	Spain	27	56.6
Environmental Performance Index	2022	Sri Lanka	132	34.7
Environmental Performance Index	2022	Sudan	171	27.6
Environmental Performance Index	2022	Suriname	70	45.9
Environmental Performance Index	2022	Sweden	5	72.7
Environmental Performance Index	2022	Switzerland	9	65.9
Environmental Performance Index	2022	Taiwan	74	45.3
Environmental Performance Index	2022	Tajikistan	117	37.1
Environmental Performance Index	2022	Tanzania	134	34.2
Environmental Performance Index	2022	Thailand	108	38.1
Environmental Performance Index	2022	Timor-Leste	129	35.1
Environmental Performance Index	2022	Togo	135	34
Environmental Performance Index	2022	Tonga	80	43.8
Environmental Performance Index	2022	Trinidad and Tobago	59	47.8
Environmental Performance Index	2022	Tunisia	96	40.7
Environmental Performance Index	2022	Turkey	172	26.3
Environmental Performance Index	2022	Turkmenistan	118	37
Environmental Performance Index	2022	Uganda	125	35.8
Environmental Performance Index	2022	Ukraine	52	49.6
Environmental Performance Index	2022	United Arab Emirates	39	52.4
Environmental Performance Index	2022	United Kingdom	2	77.7
Environmental Performance Index	2022	United States of America	43	51.1
Environmental Performance Index	2022	Uruguay	113	37.4
Environmental Performance Index	2022	Uzbekistan	107	38.2
Environmental Performance Index	2022	Vanuatu	119	36.9
Environmental Performance Index	2022	Venezuela	67	46.4
Environmental Performance Index	2022	Viet Nam	178	20.1
Environmental Performance Index	2022	Zambia	106	38.4
Environmental Performance Index	2022	Zimbabwe	69	46.2
Fragile States Index	2022	Afghanistan	172	105.9
Fragile States Index	2022	Albania	59	56.7
Fragile States Index	2022	Algeria	103	72.2
Fragile States Index	2022	Angola	145	88.1
Fragile States Index	2022	Antigua and Barbuda	53	54.2
Fragile States Index	2022	Argentina	42	47.9
Fragile States Index	2022	Armenia	83	67
Fragile States Index	2022	Australia	12	22.7
Fragile States Index	2022	Austria	14	25.4
Fragile States Index	2022	Azerbaijan	107	73.1
Fragile States Index	2022	Bahamas	45	50.6
Fragile States Index	2022	Bahrain	79	66.6
Fragile States Index	2022	Bangladesh	142	84.5
Fragile States Index	2022	Barbados	39	45.9
Fragile States Index	2022	Belarus	89	68.7
Fragile States Index	2022	Belgium	20	31.9
Fragile States Index	2022	Belize	67	62.1
Fragile States Index	2022	Benin	104	72.5
Fragile States Index	2022	Bhutan	84	67.4
Fragile States Index	2022	Bolivia	108	73.4
Fragile States Index	2022	Bosnia and Herzegovina	106	73
Fragile States Index	2022	Botswana	57	56.1
Fragile States Index	2022	Brazil	109	73.9
Fragile States Index	2022	Brunei Darussalam	55	55.1
Fragile States Index	2022	Bulgaria	48	51.6
Fragile States Index	2022	Burkina Faso	151	90.5
Fragile States Index	2022	Burundi	161	95.4
Fragile States Index	2022	Cabo Verde	66	61.4
Fragile States Index	2022	Cambodia	129	80.5
Fragile States Index	2022	Cameroon	163	96
Fragile States Index	2022	Canada	8	20.1
Fragile States Index	2022	Central African Republic	175	108.1
Fragile States Index	2022	Chad	171	105.7
Fragile States Index	2022	Chile	36	43.2
Fragile States Index	2022	China	82	66.9
Fragile States Index	2022	Colombia	120	78.4
Fragile States Index	2022	Comoros	133	82.3
Fragile States Index	2022	Congo Democratic Republic	174	107.3
Fragile States Index	2022	Congo Republic	156	92.2
Fragile States Index	2022	Costa Rica	31	41
Fragile States Index	2022	Croatia	43	49.3
Fragile States Index	2022	Cuba	63	60.1
Fragile States Index	2022	Cyprus	60	56.9
Fragile States Index	2022	Czechia	29	39.9
Fragile States Index	2022	Côte d'Ivoire	149	89.6
Fragile States Index	2022	Denmark	5	18.1
Fragile States Index	2022	Djibouti	132	81.3
Fragile States Index	2022	Dominican Republic	70	62.8
Fragile States Index	2022	Ecuador	91	69.1
Fragile States Index	2022	Egypt	137	83.6
Fragile States Index	2022	El Salvador	98	70.8
Fragile States Index	2022	Equatorial Guinea	140	84.1
Fragile States Index	2022	Eritrea	162	95.9
Fragile States Index	2022	Estonia	25	37.7
Fragile States Index	2022	Ethiopia	167	99.3
Fragile States Index	2022	Fiji	90	68.9
Fragile States Index	2022	Finland	1	15.1
Fragile States Index	2022	France	18	30.9
Fragile States Index	2022	Gabon	81	66.7
Fragile States Index	2022	Gambia	121	78.6
Fragile States Index	2022	Georgia	100	71.8
Fragile States Index	2022	Germany	13	23.6
Fragile States Index	2022	Ghana	72	63
Fragile States Index	2022	Greece	56	55.8
Fragile States Index	2022	Grenada	54	54.3
Fragile States Index	2022	Guatemala	116	77.5
Fragile States Index	2022	Guinea	168	99.6
Fragile States Index	2022	Guinea Bissau	153	91.3
Fragile States Index	2022	Guyana	73	64.2
Fragile States Index	2022	Haiti	169	99.7
Fragile States Index	2022	Honduras	122	78.7
Fragile States Index	2022	Hungary	46	50.8
Fragile States Index	2022	Iceland	3	17.1
Fragile States Index	2022	India	111	75.3
Fragile States Index	2022	Indonesia	79	66.6
Fragile States Index	2022	Iran	140	84.1
Fragile States Index	2022	Iraq	157	93.8
Fragile States Index	2022	Ireland	9	20.8
Fragile States Index	2022	Israel	34	42.6
Fragile States Index	2022	Italy	37	43.4
Fragile States Index	2022	Jamaica	68	62.1
Fragile States Index	2022	Japan	19	31
Fragile States Index	2022	Jordan	113	76.6
Fragile States Index	2022	Kazakhstan	62	59.5
Fragile States Index	2022	Kenya	146	88.2
Fragile States Index	2022	Kuwait	50	52.2
Fragile States Index	2022	Kyrgyzstan	114	77.1
Fragile States Index	2022	Laos	112	75.5
Fragile States Index	2022	Latvia	35	42.8
Fragile States Index	2022	Lebanon	152	91.3
Fragile States Index	2022	Lesotho	115	77.4
Fragile States Index	2022	Liberia	147	88.2
Fragile States Index	2022	Libya	158	94.3
Fragile States Index	2022	Lithuania	27	38.6
Fragile States Index	2022	Luxembourg	7	20
Fragile States Index	2022	Madagascar	127	80.4
Fragile States Index	2022	Malawi	135	83
Fragile States Index	2022	Malaysia	58	56.4
Fragile States Index	2022	Maldives	75	64.5
Fragile States Index	2022	Mali	166	98.6
Fragile States Index	2022	Malta	22	34.7
Fragile States Index	2022	Mauritania	144	87.9
Fragile States Index	2022	Mauritius	26	37.9
Fragile States Index	2022	Mexico	96	70.3
Fragile States Index	2022	Micronesia	99	71
Fragile States Index	2022	Moldova	74	64.5
Fragile States Index	2022	Mongolia	48	51.6
Fragile States Index	2022	Montenegro	61	57.9
Fragile States Index	2022	Morocco	95	70.1
Fragile States Index	2022	Mozambique	158	94.3
Fragile States Index	2022	Myanmar	170	100
Fragile States Index	2022	Namibia	71	62.9
Fragile States Index	2022	Nepal	131	80.6
Fragile States Index	2022	Netherlands	11	22.1
Fragile States Index	2022	New Zealand	4	17.5
Fragile States Index	2022	Nicaragua	117	77.7
Fragile States Index	2022	Niger	160	95.2
Fragile States Index	2022	Nigeria	164	97.2
Fragile States Index	2022	North Korea	148	89.1
Fragile States Index	2022	North Macedonia	69	62.6
Fragile States Index	2022	Norway	2	15.6
Fragile States Index	2022	Oman	44	49.5
Fragile States Index	2022	Pakistan	150	89.7
Fragile States Index	2022	Palestine	143	85.6
Fragile States Index	2022	Panama	41	47.5
Fragile States Index	2022	Papua New Guinea	125	79.5
Fragile States Index	2022	Paraguay	77	65.4
Fragile States Index	2022	Peru	93	69.8
Fragile States Index	2022	Philippines	129	80.5
Fragile States Index	2022	Poland	32	42.2
Fragile States Index	2022	Portugal	16	27.5
Fragile States Index	2022	Qatar	33	42.3
Fragile States Index	2022	Romania	46	50.8
Fragile States Index	2022	Russia	105	72.6
Fragile States Index	2022	Rwanda	139	83.7
Fragile States Index	2022	Samoa	76	64.8
Fragile States Index	2022	Sao Tome and Principe	97	70.4
Fragile States Index	2022	Saudi Arabia	85	67.5
Fragile States Index	2022	Senegal	102	72.1
Fragile States Index	2022	Serbia	86	67.8
Fragile States Index	2022	Seychelles	52	54.2
Fragile States Index	2022	Sierra Leone	134	82.4
Fragile States Index	2022	Singapore	15	25.8
Fragile States Index	2022	Slovakia	24	37.1
Fragile States Index	2022	Slovenia	17	27.7
Fragile States Index	2022	Solomon Islands	126	80.4
Fragile States Index	2022	Somalia	178	110.5
Fragile States Index	2022	South Africa	101	72
Fragile States Index	2022	South Korea	21	32.7
Fragile States Index	2022	South Sudan	176	108.4
Fragile States Index	2022	Spain	38	44.4
Fragile States Index	2022	Sri Lanka	124	79.3
Fragile States Index	2022	Sudan	173	107.1
Fragile States Index	2022	Suriname	64	60.8
Fragile States Index	2022	Swaziland	127	80.4
Fragile States Index	2022	Sweden	10	20.9
Fragile States Index	2022	Switzerland	6	18.9
Fragile States Index	2022	Syria	177	108.4
Fragile States Index	2022	Tajikistan	110	75
Fragile States Index	2022	Tanzania	119	78.2
Fragile States Index	2022	Thailand	94	70
Fragile States Index	2022	Timor-Leste	123	79.3
Fragile States Index	2022	Togo	136	83.6
Fragile States Index	2022	Trinidad and Tobago	51	52.4
Fragile States Index	2022	Tunisia	87	68.2
Fragile States Index	2022	Turkey	118	78.1
Fragile States Index	2022	Turkmenistan	78	66.5
Fragile States Index	2022	Uganda	155	92.1
Fragile States Index	2022	Ukraine	88	68.6
Fragile States Index	2022	United Arab Emirates	28	39.1
Fragile States Index	2022	United Kingdom	30	40.6
Fragile States Index	2022	United States	40	46.6
Fragile States Index	2022	Uruguay	23	35.2
Fragile States Index	2022	Uzbekistan	92	69.6
Fragile States Index	2022	Venezuela	154	91.6
Fragile States Index	2022	Vietnam	65	60.9
Fragile States Index	2022	Yemen	179	111.7
Fragile States Index	2022	Zambia	137	83.6
Fragile States Index	2022	Zimbabwe	165	97.8
Gay Travel Index	2023	Afghanistan	199	-19
Gay Travel Index	2023	Albania	62	-2
Gay Travel Index	2023	Algeria	141	-10
Gay Travel Index	2023	Andorra	24	7
Gay Travel Index	2023	Angola	70	-3
Gay Travel Index	2023	Antigua & Barbuda	70	-3
Gay Travel Index	2023	Argentina	13	9
Gay Travel Index	2023	Armenia	108	-6
Gay Travel Index	2023	Aruba	62	-2
Gay Travel Index	2023	Australia	4	11
Gay Travel Index	2023	Austria	13	9
Gay Travel Index	2023	Azerbaijan	141	-10
Gay Travel Index	2023	Bahamas	141	-10
Gay Travel Index	2023	Bahrain	133	-9
Gay Travel Index	2023	Bangladesh	121	-8
Gay Travel Index	2023	Barbados	84	-4
Gay Travel Index	2023	Belarus	141	-10
Gay Travel Index	2023	Belgium	17	8
Gay Travel Index	2023	Belize	70	-3
Gay Travel Index	2023	Benin	96	-5
Gay Travel Index	2023	Bermuda	51	0
Gay Travel Index	2023	Bhutan	56	-1
Gay Travel Index	2023	Bolivia	62	-2
Gay Travel Index	2023	Bosnia-Herzegovina	56	-1
Gay Travel Index	2023	Botswana	84	-4
Gay Travel Index	2023	Brazil	35	5
Gay Travel Index	2023	British Virgin Islands	96	-5
Gay Travel Index	2023	Brunei	159	-11
Gay Travel Index	2023	Bulgaria	70	-3
Gay Travel Index	2023	Burkina Faso	121	-8
Gay Travel Index	2023	Burundi	133	-9
Gay Travel Index	2023	Cabo Verde	84	-4
Gay Travel Index	2023	Cambodia	96	-5
Gay Travel Index	2023	Cameroon	188	-13
Gay Travel Index	2023	Canada	2	12
Gay Travel Index	2023	Central African Rep.	141	-10
Gay Travel Index	2023	Chad	159	-11
Gay Travel Index	2023	Chechnya	199	-19
Gay Travel Index	2023	Chile	29	6
Gay Travel Index	2023	China incl. Hong Kong	70	-3
Gay Travel Index	2023	Colombia	13	9
Gay Travel Index	2023	Comoros Islands	159	-11
Gay Travel Index	2023	Cook Islands	121	-8
Gay Travel Index	2023	Costa Rica	35	5
Gay Travel Index	2023	Croatia	48	1
Gay Travel Index	2023	Cuba	29	6
Gay Travel Index	2023	Curacao	84	-4
Gay Travel Index	2023	Cyprus	70	-3
Gay Travel Index	2023	Czech Republic	48	1
Gay Travel Index	2023	Dem.Rep. of Congo	141	-10
Gay Travel Index	2023	Denmark	4	11
Gay Travel Index	2023	Djibouti	141	-10
Gay Travel Index	2023	Dominica	159	-11
Gay Travel Index	2023	Dominican Republic	159	-11
Gay Travel Index	2023	Ecuador	43	4
Gay Travel Index	2023	Egypt	191	-14
Gay Travel Index	2023	El Salvador	84	-4
Gay Travel Index	2023	Equatorial Guinea	121	-8
Gay Travel Index	2023	Eritrea	177	-12
Gay Travel Index	2023	Estonia	47	2
Gay Travel Index	2023	Eswatini	159	-11
Gay Travel Index	2023	Ethiopia	177	-12
Gay Travel Index	2023	Fiji	70	-3
Gay Travel Index	2023	Finland	29	6
Gay Travel Index	2023	France	17	8
Gay Travel Index	2023	French Polynesia	24	7
Gay Travel Index	2023	Gabon	108	-6
Gay Travel Index	2023	Gambia	159	-11
Gay Travel Index	2023	Georgia (Europe)	96	-5
Gay Travel Index	2023	Germany	9	10
Gay Travel Index	2023	Ghana	159	-11
Gay Travel Index	2023	Gibraltar	45	3
Gay Travel Index	2023	Greece	35	5
Gay Travel Index	2023	Greenland	17	8
Gay Travel Index	2023	Grenada	133	-9
Gay Travel Index	2023	Guadeloupe	29	6
Gay Travel Index	2023	Guam	45	3
Gay Travel Index	2023	Guatemala	133	-9
Gay Travel Index	2023	Guinea-Bissau	108	-6
Gay Travel Index	2023	Guyana	141	-10
Gay Travel Index	2023	Haiti	141	-10
Gay Travel Index	2023	Honduras	116	-7
Gay Travel Index	2023	Hungary	84	-4
Gay Travel Index	2023	Iceland	9	10
Gay Travel Index	2023	India	43	4
Gay Travel Index	2023	Indonesia	159	-11
Gay Travel Index	2023	Indonesia/Aceh	177	-12
Gay Travel Index	2023	Iran	199	-19
Gay Travel Index	2023	Iraq	177	-12
Gay Travel Index	2023	Ireland	17	8
Gay Travel Index	2023	Israel	29	6
Gay Travel Index	2023	Italy	51	0
Gay Travel Index	2023	Ivory Coast	159	-11
Gay Travel Index	2023	Jamaica	177	-12
Gay Travel Index	2023	Japan	62	-2
Gay Travel Index	2023	Jordan	116	-7
Gay Travel Index	2023	Kazakhstan	96	-5
Gay Travel Index	2023	Kenya	141	-10
Gay Travel Index	2023	Korea North	141	-10
Gay Travel Index	2023	Korea South	70	-3
Gay Travel Index	2023	Kosovo	84	-4
Gay Travel Index	2023	Kuwait	191	-14
Gay Travel Index	2023	Kyrgyzstan	108	-6
Gay Travel Index	2023	Laos	70	-3
Gay Travel Index	2023	Latvia	56	-1
Gay Travel Index	2023	Lebanon	121	-8
Gay Travel Index	2023	Lesotho	96	-5
Gay Travel Index	2023	Liberia	159	-11
Gay Travel Index	2023	Libya	191	-14
Gay Travel Index	2023	Liechtenstein	51	0
Gay Travel Index	2023	Lithuania	70	-3
Gay Travel Index	2023	Luxembourg	24	7
Gay Travel Index	2023	Macao	84	-4
Gay Travel Index	2023	Madagascar	133	-9
Gay Travel Index	2023	Malawi	188	-13
Gay Travel Index	2023	Malaysia	188	-13
Gay Travel Index	2023	Maldives	159	-11
Gay Travel Index	2023	Mali	96	-5
Gay Travel Index	2023	Malta	1	13
Gay Travel Index	2023	Martinique	29	6
Gay Travel Index	2023	Mauritania	177	-12
Gay Travel Index	2023	Mauritius	116	-7
Gay Travel Index	2023	Mexico	35	5
Gay Travel Index	2023	Moldova	108	-6
Gay Travel Index	2023	Monaco	70	-3
Gay Travel Index	2023	Mongolia	84	-4
Gay Travel Index	2023	Montenegro	56	-1
Gay Travel Index	2023	Morocco	177	-12
Gay Travel Index	2023	Mozambique	62	-2
Gay Travel Index	2023	Myanmar	121	-8
Gay Travel Index	2023	Namibia	116	-7
Gay Travel Index	2023	Nepal	56	-1
Gay Travel Index	2023	Netherlands	24	7
Gay Travel Index	2023	New Caledonia	24	7
Gay Travel Index	2023	New Zealand	4	11
Gay Travel Index	2023	Nicaragua	121	-8
Gay Travel Index	2023	Niger	96	-5
Gay Travel Index	2023	Nigeria	191	-14
Gay Travel Index	2023	North Macedonia	70	-3
Gay Travel Index	2023	Norway	17	8
Gay Travel Index	2023	Oman	141	-10
Gay Travel Index	2023	Pakistan	96	-5
Gay Travel Index	2023	Panama	84	-4
Gay Travel Index	2023	Papua New Guinea	141	-10
Gay Travel Index	2023	Paraguay	121	-8
Gay Travel Index	2023	Peru	96	-5
Gay Travel Index	2023	Philippines	108	-6
Gay Travel Index	2023	Poland	133	-9
Gay Travel Index	2023	Portugal	4	11
Gay Travel Index	2023	Puerto Rico	35	5
Gay Travel Index	2023	Qatar	191	-14
Gay Travel Index	2023	Republic of the Congo	141	-10
Gay Travel Index	2023	Reunion	17	8
Gay Travel Index	2023	Romania	70	-3
Gay Travel Index	2023	Russia	177	-12
Gay Travel Index	2023	Rwanda	133	-9
Gay Travel Index	2023	Samoa	84	-4
Gay Travel Index	2023	San Marino	48	1
Gay Travel Index	2023	Saudi Arabia	199	-19
Gay Travel Index	2023	Senegal	159	-11
Gay Travel Index	2023	Serbia	62	-2
Gay Travel Index	2023	Seychelles	96	-5
Gay Travel Index	2023	Sierra Leone	141	-10
Gay Travel Index	2023	Singapore	70	-3
Gay Travel Index	2023	Slovakia	62	-2
Gay Travel Index	2023	Slovenia	35	5
Gay Travel Index	2023	Solomon Islands	159	-11
Gay Travel Index	2023	Somalia	198	-18
Gay Travel Index	2023	South Africa	35	5
Gay Travel Index	2023	Spain	9	10
Gay Travel Index	2023	Sri Lanka	108	-6
Gay Travel Index	2023	St. Maarten	62	-2
Gay Travel Index	2023	Sudan	159	-11
Gay Travel Index	2023	Suriname	96	-5
Gay Travel Index	2023	Sweden	17	8
Gay Travel Index	2023	Switzerland	2	12
Gay Travel Index	2023	Syria	159	-11
Gay Travel Index	2023	Taiwan	13	9
Gay Travel Index	2023	Tajikistan	121	-8
Gay Travel Index	2023	Tanzania	177	-12
Gay Travel Index	2023	Thailand	51	0
Gay Travel Index	2023	Togo	141	-10
Gay Travel Index	2023	Tonga	133	-9
Gay Travel Index	2023	Trinidad & Tobago	116	-7
Gay Travel Index	2023	Tunisia	141	-10
Gay Travel Index	2023	Turkey	121	-8
Gay Travel Index	2023	Turkmenistan	159	-11
Gay Travel Index	2023	USA	35	5
Gay Travel Index	2023	Uganda	177	-12
Gay Travel Index	2023	Ukraine	84	-4
Gay Travel Index	2023	United Arab Emirates	191	-14
Gay Travel Index	2023	United Kingdom	9	10
Gay Travel Index	2023	Uruguay	4	11
Gay Travel Index	2023	Uzbekistan	159	-11
Gay Travel Index	2023	Vanuatu	108	-6
Gay Travel Index	2023	Vatican City	121	-8
Gay Travel Index	2023	Venezuela	121	-8
Gay Travel Index	2023	Vietnam	56	-1
Gay Travel Index	2023	Virgin Islands	51	0
Gay Travel Index	2023	Yemen	197	-17
Gay Travel Index	2023	Zambia	141	-10
Gay Travel Index	2023	Zimbabwe	177	-12
Gender Inequality Index	2021	Afghanistan	167	0.678
Gender Inequality Index	2021	Albania	39	0.144
Gender Inequality Index	2021	Algeria	126	0.499
Gender Inequality Index	2021	Angola	136	0.537
Gender Inequality Index	2021	Argentina	69	0.287
Gender Inequality Index	2021	Armenia	53	0.216
Gender Inequality Index	2021	Australia	19	0.073
Gender Inequality Index	2021	Austria	12	0.053
Gender Inequality Index	2021	Azerbaijan	70	0.294
Gender Inequality Index	2021	Bahamas	78	0.329
Gender Inequality Index	2021	Bahrain	46	0.181
Gender Inequality Index	2021	Bangladesh	131	0.53
Gender Inequality Index	2021	Barbados	64	0.268
Gender Inequality Index	2021	Belarus	29	0.104
Gender Inequality Index	2021	Belgium	10	0.048
Gender Inequality Index	2021	Belize	86	0.364
Gender Inequality Index	2021	Benin	152	0.602
Gender Inequality Index	2021	Bhutan	98	0.415
Gender Inequality Index	2021	Bolivia (Plurinational State of)	99	0.418
Gender Inequality Index	2021	Bosnia and Herzegovina	38	0.136
Gender Inequality Index	2021	Botswana	117	0.468
Gender Inequality Index	2021	Brazil	94	0.39
Gender Inequality Index	2021	Brunei Darussalam	61	0.259
Gender Inequality Index	2021	Bulgaria	52	0.21
Gender Inequality Index	2021	Burkina Faso	157	0.621
Gender Inequality Index	2021	Burundi	127	0.505
Gender Inequality Index	2021	Cabo Verde	84	0.349
Gender Inequality Index	2021	Cambodia	116	0.461
Gender Inequality Index	2021	Cameroon	148	0.565
Gender Inequality Index	2021	Canada	17	0.069
Gender Inequality Index	2021	Central African Republic	166	0.672
Gender Inequality Index	2021	Chad	165	0.652
Gender Inequality Index	2021	Chile	47	0.187
Gender Inequality Index	2021	China	48	0.192
Gender Inequality Index	2021	Colombia	102	0.424
Gender Inequality Index	2021	Congo	147	0.564
Gender Inequality Index	2021	Congo (Democratic Republic of the)	151	0.601
Gender Inequality Index	2021	Costa Rica	60	0.256
Gender Inequality Index	2021	Croatia	26	0.093
Gender Inequality Index	2021	Cuba	73	0.303
Gender Inequality Index	2021	Cyprus	35	0.123
Gender Inequality Index	2021	Czechia	34	0.12
Gender Inequality Index	2021	Côte d'Ivoire	155	0.613
Gender Inequality Index	2021	Denmark	1	0.013
Gender Inequality Index	2021	Dominican Republic	106	0.429
Gender Inequality Index	2021	Ecuador	85	0.362
Gender Inequality Index	2021	Egypt	109	0.443
Gender Inequality Index	2021	El Salvador	88	0.376
Gender Inequality Index	2021	Estonia	28	0.1
Gender Inequality Index	2021	Eswatini (Kingdom of)	138	0.54
Gender Inequality Index	2021	Ethiopia	129	0.52
Gender Inequality Index	2021	Fiji	77	0.318
Gender Inequality Index	2021	Finland	6	0.033
Gender Inequality Index	2021	France	22	0.083
Gender Inequality Index	2021	Gabon	140	0.541
Gender Inequality Index	2021	Gambia	153	0.611
Gender Inequality Index	2021	Georgia	66	0.28
Gender Inequality Index	2021	Germany	19	0.073
Gender Inequality Index	2021	Ghana	130	0.529
Gender Inequality Index	2021	Greece	32	0.119
Gender Inequality Index	2021	Guatemala	121	0.481
Gender Inequality Index	2021	Guinea	157	0.621
Gender Inequality Index	2021	Guinea-Bissau	159	0.627
Gender Inequality Index	2021	Guyana	114	0.454
Gender Inequality Index	2021	Haiti	163	0.635
Gender Inequality Index	2021	Honduras	107	0.431
Gender Inequality Index	2021	Hungary	55	0.221
Gender Inequality Index	2021	Iceland	8	0.043
Gender Inequality Index	2021	India	122	0.49
Gender Inequality Index	2021	Indonesia	110	0.444
Gender Inequality Index	2021	Iran (Islamic Republic of)	115	0.459
Gender Inequality Index	2021	Iraq	145	0.558
Gender Inequality Index	2021	Ireland	21	0.074
Gender Inequality Index	2021	Israel	22	0.083
Gender Inequality Index	2021	Italy	13	0.056
Gender Inequality Index	2021	Jamaica	80	0.335
Gender Inequality Index	2021	Japan	22	0.083
Gender Inequality Index	2021	Jordan	118	0.471
Gender Inequality Index	2021	Kazakhstan	41	0.161
Gender Inequality Index	2021	Kenya	128	0.506
Gender Inequality Index	2021	Korea (Republic of)	15	0.067
Gender Inequality Index	2021	Kuwait	74	0.305
Gender Inequality Index	2021	Kyrgyzstan	87	0.37
Gender Inequality Index	2021	Lao People's Democratic Republic	120	0.478
Gender Inequality Index	2021	Latvia	40	0.151
Gender Inequality Index	2021	Lebanon	108	0.432
Gender Inequality Index	2021	Lesotho	144	0.557
Gender Inequality Index	2021	Liberia	164	0.648
Gender Inequality Index	2021	Libya	61	0.259
Gender Inequality Index	2021	Lithuania	30	0.105
Gender Inequality Index	2021	Luxembourg	9	0.044
Gender Inequality Index	2021	Madagascar	143	0.556
Gender Inequality Index	2021	Malawi	142	0.554
Gender Inequality Index	2021	Malaysia	57	0.228
Gender Inequality Index	2021	Maldives	83	0.348
Gender Inequality Index	2021	Mali	155	0.613
Gender Inequality Index	2021	Malta	42	0.167
Gender Inequality Index	2021	Mauritania	161	0.632
Gender Inequality Index	2021	Mauritius	82	0.347
Gender Inequality Index	2021	Mexico	75	0.309
Gender Inequality Index	2021	Moldova (Republic of)	51	0.205
